Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Ellora Caves,Aurangabad,August,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Low
Lonavala,Pune,March,Summer,Yes,Hot,Medium,Families,Yes,High,Low,Low
Elephanta Caves,Mumbai,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,Low
Gateway of India,Mumbai,October,Post-Monsoon,No,Pleasant,Medium,Families,Yes,Low,Low,Low
Aga Khan Palace,Pune,September,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,Low
Ajanta Caves,Aurangabad,July,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Medium,Low
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Medium,High
Shani Shingnapur,Ahmednagar,December,Winter,No,Pleasant,Medium,Students,No,Low,High,Medium
Raigad Fort,Raigad,July,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,High
Sindhudurg Fort,Sindhudurg,March,Summer,Yes,Humid,Medium,Couples,Yes,High,Low,High
Pratapgad Fort,Satara,February,Winter,Yes,Cool,High,Families,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,September,Monsoon,Yes,Humid,High,Families,No,Medium,Low,Medium
Ellora Caves,Aurangabad,April,Summer,No,Warm,Low,Families,Yes,Medium,Low,Medium
Mahabaleshwar,Satara,February,Winter,No,Cool,Medium,Students,No,Low,Low,High
Elephanta Caves,Mumbai,June,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Medium
Raigad Fort,Raigad,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Ellora Caves,Aurangabad,August,Monsoon,No,Rainy,Low,Families,No,Low,Low,Low
Daulatabad Fort,Aurangabad,July,Monsoon,No,Humid,Low,Couples,No,Low,Medium,Medium
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Medium,Low
Daulatabad Fort,Aurangabad,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Daulatabad Fort,Aurangabad,September,Monsoon,No,Humid,Medium,Couples,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,April,Summer,Yes,Hot,Medium,Students,No,Medium,High,Medium
Mahabaleshwar,Satara,April,Summer,No,Humid,Low,Students,No,Medium,Low,Low
Ajanta Caves,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Students,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,June,Monsoon,Yes,Humid,Low,Solo Travelers,Yes,Medium,High,Low
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Hot,High,Solo Travelers,No,High,High,High
Tarkarli Beach,Sindhudurg,March,Summer,No,Warm,Low,Families,No,Medium,Low,Low
Kaas Plateau,Satara,July,Monsoon,Yes,Rainy,Medium,Students,No,Medium,High,High
Elephanta Caves,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,Yes,Medium,Low,Medium
Gateway of India,Mumbai,December,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,Low
Ajanta Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Low,Families,Yes,Low,Medium,Low
Trimbakeshwar Temple,Nashik,May,Summer,No,Warm,Low,Students,No,Medium,High,Low
Bhimashankar Temple,Pune,January,Winter,Yes,Pleasant,High,Students,No,Medium,High,High
Gateway of India,Mumbai,April,Summer,Yes,Humid,Medium,Students,Yes,High,Low,Medium
Aga Khan Palace,Pune,December,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,Medium
Bhimashankar Temple,Pune,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,Medium
Mahabaleshwar,Satara,February,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,Yes,Medium,Low,Low
Lonavala,Pune,February,Winter,No,Pleasant,Medium,Couples,No,Medium,Low,High
Matheran,Raigad,February,Winter,No,Cool,Medium,Families,No,Medium,Low,Low
Panchgani,Satara,March,Summer,Yes,Warm,High,Solo Travelers,No,High,Low,Medium
Matheran,Raigad,August,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,January,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,High
Ajanta Caves,Aurangabad,December,Winter,No,Cool,Medium,Students,Yes,Low,Low,High
Kaas Plateau,Satara,March,Summer,No,Warm,Low,Foreign Tourists,No,Low,Low,Medium
Kaas Plateau,Satara,February,Winter,Yes,Cool,Medium,Foreign Tourists,Yes,Medium,Low,High
Ajanta Caves,Aurangabad,January,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Aga Khan Palace,Pune,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Medium
Ellora Caves,Aurangabad,April,Summer,Yes,Warm,Medium,Couples,Yes,High,Low,Low
Ellora Caves,Aurangabad,January,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,Low
Elephanta Caves,Mumbai,March,Summer,No,Humid,Low,Foreign Tourists,Yes,Medium,Low,Low
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Clear,High,Families,No,Low,High,High
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,Low
Ellora Caves,Aurangabad,April,Summer,No,Hot,Low,Foreign Tourists,Yes,Medium,Low,Low
Ajanta Caves,Aurangabad,February,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,High
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,Yes,Low,High,Low
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Medium,Low,High
Pratapgad Fort,Satara,February,Winter,Yes,Cool,High,Students,No,Medium,Low,Medium
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Rainy,Low,Foreign Tourists,No,Medium,Low,Medium
Matheran,Raigad,December,Winter,No,Pleasant,Medium,Families,No,Low,Medium,Medium
Shani Shingnapur,Ahmednagar,February,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,High,Low
Shani Shingnapur,Ahmednagar,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,High,High
Khandala,Pune,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Low
Ajanta Caves,Aurangabad,December,Winter,Yes,Cool,High,Solo Travelers,No,High,Low,High
Gateway of India,Mumbai,May,Summer,No,Humid,Low,Foreign Tourists,Yes,Medium,Low,High
Aga Khan Palace,Pune,October,Post-Monsoon,Yes,Clear,High,Families,Yes,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,February,Winter,No,Cool,Medium,Students,No,Low,Low,Medium
Lonavala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Medium,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Low
Raigad Fort,Raigad,April,Summer,Yes,Warm,Low,Foreign Tourists,No,High,Low,High
Sindhudurg Fort,Sindhudurg,December,Winter,Yes,Cool,High,Solo Travelers,No,High,Low,High
Ellora Caves,Aurangabad,July,Monsoon,No,Rainy,High,Families,Yes,Low,Low,Low
Khandala,Pune,June,Monsoon,Yes,Rainy,High,Solo Travelers,No,Medium,Low,High
Daulatabad Fort,Aurangabad,September,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,High
Mahabaleshwar,Satara,August,Monsoon,Yes,Rainy,High,Families,No,Medium,Low,Medium
Matheran,Raigad,July,Monsoon,Yes,Humid,Medium,Couples,Yes,Low,High,High
Sindhudurg Fort,Sindhudurg,December,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,Medium
Panchgani,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Mahabaleshwar,Satara,July,Monsoon,No,Humid,High,Solo Travelers,Yes,Low,Low,Medium
Panchgani,Satara,June,Monsoon,No,Humid,Medium,Solo Travelers,No,Low,Low,Low
Lonavala,Pune,February,Winter,No,Pleasant,High,Foreign Tourists,Yes,Low,Medium,Low
Shirdi,Ahmednagar,May,Summer,No,Warm,Low,Foreign Tourists,No,Medium,High,High
Matheran,Raigad,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Khandala,Pune,December,Winter,No,Cool,Medium,Families,No,Low,Low,High
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Rainy,Low,Families,No,Low,High,High
Mahabaleshwar,Satara,June,Monsoon,Yes,Rainy,High,Solo Travelers,No,Medium,Low,Medium
Aga Khan Palace,Pune,January,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,High
Raigad Fort,Raigad,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Medium,Medium
Elephanta Caves,Mumbai,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Low
Mahabaleshwar,Satara,March,Summer,No,Humid,Low,Students,No,Medium,High,Low
Ellora Caves,Aurangabad,January,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,Low
Shirdi,Ahmednagar,January,Winter,No,Pleasant,Low,Solo Travelers,No,Low,Medium,High
Elephanta Caves,Mumbai,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Mahabaleshwar,Satara,September,Monsoon,Yes,Humid,High,Foreign Tourists,No,Medium,Low,Medium
Aga Khan Palace,Pune,August,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,July,Monsoon,Yes,Humid,Medium,Couples,Yes,High,High,Medium
Daulatabad Fort,Aurangabad,March,Summer,No,Hot,High,Foreign Tourists,No,Medium,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Medium
Khandala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,Low,High
Sindhudurg Fort,Sindhudurg,May,Summer,No,Warm,Low,Foreign Tourists,No,Medium,Low,Medium
Lonavala,Pune,October,Post-Monsoon,Yes,Pleasant,High,Students,No,High,Low,Medium
Daulatabad Fort,Aurangabad,July,Monsoon,No,Humid,Low,Families,No,Low,Low,Low
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,High,High
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,December,Winter,Yes,Cool,High,Families,No,Medium,High,High
Ellora Caves,Aurangabad,October,Post-Monsoon,Yes,Pleasant,Low,Foreign Tourists,Yes,Medium,Medium,Low
Elephanta Caves,Mumbai,July,Monsoon,No,Rainy,Low,Couples,Yes,Low,Low,Low
Gateway of India,Mumbai,March,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,High
Gateway of India,Mumbai,June,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,December,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,High
Matheran,Raigad,October,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Medium,Medium
Mahabaleshwar,Satara,October,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,September,Monsoon,Yes,Humid,High,Foreign Tourists,No,Medium,High,Medium
Shirdi,Ahmednagar,September,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,High,Medium
Daulatabad Fort,Aurangabad,December,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Low,High
Khandala,Pune,December,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,Medium
Shirdi,Ahmednagar,November,Post-Monsoon,No,Clear,High,Students,No,Low,High,Medium
Kaas Plateau,Satara,February,Winter,Yes,Pleasant,High,Students,No,Medium,Medium,High
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Low
Khandala,Pune,March,Summer,Yes,Hot,Medium,Solo Travelers,No,High,Low,High
Kaas Plateau,Satara,April,Summer,Yes,Humid,Medium,Students,No,High,Low,Low
Elephanta Caves,Mumbai,January,Winter,No,Pleasant,Medium,Families,Yes,Low,Low,Medium
Ellora Caves,Aurangabad,July,Monsoon,Yes,Humid,Medium,Couples,Yes,Medium,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,High
Shirdi,Ahmednagar,May,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,Low
Pratapgad Fort,Satara,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Low,Low,Medium
Shirdi,Ahmednagar,June,Monsoon,Yes,Rainy,High,Families,No,Low,High,Medium
Tarkarli Beach,Sindhudurg,April,Summer,Yes,Humid,Medium,Students,Yes,High,Low,High
Ellora Caves,Aurangabad,March,Summer,No,Humid,Low,Couples,Yes,Medium,Low,High
Khandala,Pune,September,Monsoon,Yes,Humid,High,Foreign Tourists,No,Medium,Low,High
Ajanta Caves,Aurangabad,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,Yes,Medium,Low,Low
Panchgani,Satara,March,Summer,No,Hot,Low,Families,No,Medium,Low,High
Lonavala,Pune,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Medium
Panchgani,Satara,October,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,High
Raigad Fort,Raigad,November,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,Medium,High
Ajanta Caves,Aurangabad,June,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Medium,High
Trimbakeshwar Temple,Nashik,July,Monsoon,No,Rainy,Low,Solo Travelers,Yes,High,High,Low
Shirdi,Ahmednagar,October,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,High,Low
Kaas Plateau,Satara,September,Monsoon,Yes,Rainy,Low,Solo Travelers,No,Medium,Low,Medium
Shirdi,Ahmednagar,May,Summer,Yes,Warm,High,Families,No,High,High,Medium
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,No,Pleasant,High,Foreign Tourists,Yes,Low,Low,High
Gateway of India,Mumbai,November,Post-Monsoon,No,Clear,Medium,Couples,Yes,Medium,Low,Low
Matheran,Raigad,September,Monsoon,Yes,Rainy,Low,Foreign Tourists,No,Medium,Low,Medium
Gateway of India,Mumbai,May,Summer,No,Warm,Low,Families,Yes,Medium,Low,Medium
Ajanta Caves,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Couples,Yes,Low,Low,Low
Kaas Plateau,Satara,March,Summer,Yes,Humid,Medium,Families,No,High,Low,Low
Daulatabad Fort,Aurangabad,July,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Tarkarli Beach,Sindhudurg,December,Winter,No,Cool,Medium,Solo Travelers,No,Low,High,Medium
Trimbakeshwar Temple,Nashik,August,Monsoon,No,Rainy,Low,Couples,No,Low,High,Medium
Panchgani,Satara,December,Winter,No,Pleasant,Medium,Families,No,Low,Low,Medium
Shirdi,Ahmednagar,April,Summer,No,Warm,High,Students,No,Low,High,Medium
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Raigad Fort,Raigad,March,Summer,No,Warm,High,Solo Travelers,No,Medium,High,Low
Daulatabad Fort,Aurangabad,May,Summer,Yes,Warm,High,Couples,No,High,High,Medium
Matheran,Raigad,February,Winter,No,Cool,Medium,Solo Travelers,No,Low,Medium,High
Gateway of India,Mumbai,December,Winter,Yes,Pleasant,High,Families,Yes,Medium,Low,Low
Ajanta Caves,Aurangabad,December,Winter,No,Pleasant,High,Students,Yes,Low,Low,Medium
Shirdi,Ahmednagar,March,Summer,No,Warm,Low,Solo Travelers,Yes,Medium,High,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Pleasant,Medium,Couples,Yes,Low,Low,Low
Gateway of India,Mumbai,October,Post-Monsoon,No,Clear,High,Families,Yes,Low,Low,Low
Panchgani,Satara,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Medium
Lonavala,Pune,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,September,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Low
Raigad Fort,Raigad,July,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Low
Shirdi,Ahmednagar,August,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Medium,Low
Ajanta Caves,Aurangabad,July,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Ajanta Caves,Aurangabad,January,Winter,Yes,Cool,High,Foreign Tourists,Yes,Medium,Low,Medium
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,High,High
Raigad Fort,Raigad,June,Monsoon,Yes,Humid,Medium,Students,Yes,Medium,Low,High
Shirdi,Ahmednagar,May,Summer,Yes,Humid,Medium,Students,No,High,High,Low
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Raigad Fort,Raigad,March,Summer,Yes,Warm,Medium,Families,No,High,Low,Low
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,High,Students,Yes,Low,Low,Medium
Elephanta Caves,Mumbai,December,Winter,Yes,Pleasant,Low,Students,Yes,Medium,Low,High
Bhimashankar Temple,Pune,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,High,Medium
Gateway of India,Mumbai,March,Summer,No,Warm,Low,Solo Travelers,Yes,Medium,Low,Medium
Ellora Caves,Aurangabad,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,November,Post-Monsoon,Yes,Clear,Low,Couples,Yes,Medium,Low,Medium
Aga Khan Palace,Pune,June,Monsoon,No,Humid,Low,Couples,No,Low,Low,High
Sindhudurg Fort,Sindhudurg,April,Summer,No,Hot,Low,Students,No,Medium,Low,High
Matheran,Raigad,December,Winter,No,Pleasant,Medium,Couples,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,March,Summer,No,Humid,Low,Couples,No,Medium,High,High
Mahabaleshwar,Satara,September,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,Medium
Panchgani,Satara,February,Winter,No,Cool,Medium,Families,Yes,Low,Low,High
Pratapgad Fort,Satara,June,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,High
Ellora Caves,Aurangabad,July,Monsoon,No,Rainy,Low,Couples,No,Low,Low,High
Khandala,Pune,August,Monsoon,No,Rainy,High,Foreign Tourists,Yes,Low,Low,Low
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Hot,Medium,Foreign Tourists,Yes,Medium,High,Low
Elephanta Caves,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,Medium
Mahabaleshwar,Satara,April,Summer,Yes,Humid,Medium,Families,Yes,High,Low,Medium
Matheran,Raigad,September,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,High
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,Yes,Medium,High,Low
Khandala,Pune,April,Summer,Yes,Humid,Medium,Couples,No,High,Medium,High
Ellora Caves,Aurangabad,April,Summer,Yes,Humid,Medium,Couples,Yes,High,Low,Medium
Ellora Caves,Aurangabad,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Kaas Plateau,Satara,February,Winter,Yes,Pleasant,High,Students,No,High,Low,Medium
Elephanta Caves,Mumbai,August,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,Low,Low
Shirdi,Ahmednagar,March,Summer,Yes,Hot,High,Couples,No,High,High,Low
Lonavala,Pune,March,Summer,Yes,Humid,Medium,Students,No,High,Low,High
Daulatabad Fort,Aurangabad,February,Winter,No,Cool,Medium,Couples,No,Medium,Low,Medium
Pratapgad Fort,Satara,June,Monsoon,No,Humid,Medium,Couples,No,Low,Low,High
Lonavala,Pune,April,Summer,No,Warm,Low,Families,No,Medium,Low,Low
Khandala,Pune,September,Monsoon,Yes,Humid,High,Families,No,Medium,Low,Medium
Shirdi,Ahmednagar,July,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,High,High
Elephanta Caves,Mumbai,April,Summer,Yes,Hot,Medium,Families,No,High,Low,Medium
Bhimashankar Temple,Pune,September,Monsoon,Yes,Humid,Medium,Families,No,High,High,Low
Matheran,Raigad,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,High
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,Low
Lonavala,Pune,December,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,High
Shirdi,Ahmednagar,May,Summer,No,Warm,Low,Foreign Tourists,No,Medium,High,High
Panchgani,Satara,July,Monsoon,No,Humid,Low,Families,Yes,Low,Low,High
Bhimashankar Temple,Pune,July,Monsoon,Yes,Rainy,Medium,Solo Travelers,Yes,Medium,High,Medium
Aga Khan Palace,Pune,August,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Medium
Raigad Fort,Raigad,June,Monsoon,Yes,Humid,Medium,Families,No,Medium,Medium,Low
Raigad Fort,Raigad,April,Summer,No,Warm,Low,Students,No,Medium,Low,Medium
Gateway of India,Mumbai,September,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,High
Ellora Caves,Aurangabad,May,Summer,Yes,Humid,Medium,Families,Yes,High,High,High
Shirdi,Ahmednagar,August,Monsoon,No,Rainy,Low,Families,No,Low,High,High
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,High
Raigad Fort,Raigad,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Low
Shani Shingnapur,Ahmednagar,December,Winter,No,Pleasant,Medium,Families,Yes,Low,High,Low
Trimbakeshwar Temple,Nashik,January,Winter,No,Pleasant,Medium,Families,No,Low,High,Low
Mahabaleshwar,Satara,January,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Low,High
Shani Shingnapur,Ahmednagar,January,Winter,No,Pleasant,Medium,Students,No,Low,High,High
Elephanta Caves,Mumbai,August,Monsoon,No,Rainy,High,Students,No,Low,Low,High
Bhimashankar Temple,Pune,March,Summer,No,Warm,Low,Families,No,Medium,High,High
Ajanta Caves,Aurangabad,August,Monsoon,No,Humid,Low,Students,No,Low,Low,High
Tarkarli Beach,Sindhudurg,July,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Raigad Fort,Raigad,September,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Low
Kaas Plateau,Satara,January,Winter,No,Cool,Medium,Couples,No,Low,Low,Medium
Mahabaleshwar,Satara,September,Monsoon,Yes,Rainy,High,Solo Travelers,Yes,Low,Low,Medium
Khandala,Pune,June,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,Low,Low
Gateway of India,Mumbai,March,Summer,Yes,Warm,Medium,Families,No,High,High,High
Bhimashankar Temple,Pune,May,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,Medium
Khandala,Pune,January,Winter,No,Cool,Low,Families,Yes,Low,Low,Medium
Gateway of India,Mumbai,July,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Low,Low,Medium
Kaas Plateau,Satara,July,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Medium,Medium
Raigad Fort,Raigad,August,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,Low
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Students,Yes,Medium,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,No,Humid,Low,Couples,No,Low,Low,High
Khandala,Pune,January,Winter,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Sindhudurg Fort,Sindhudurg,March,Summer,No,Warm,Low,Foreign Tourists,Yes,Medium,Low,High
Bhimashankar Temple,Pune,August,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,Medium
Khandala,Pune,October,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,High,High
Shani Shingnapur,Ahmednagar,July,Monsoon,No,Rainy,Low,Students,No,Low,Low,High
Bhimashankar Temple,Pune,June,Monsoon,No,Rainy,Low,Students,No,Low,High,Low
Daulatabad Fort,Aurangabad,May,Summer,Yes,Humid,Medium,Students,No,High,Low,Low
Gateway of India,Mumbai,December,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,Low
Pratapgad Fort,Satara,December,Winter,Yes,Cool,Medium,Couples,No,High,High,Medium
Panchgani,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Tarkarli Beach,Sindhudurg,December,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,December,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Medium,High
Lonavala,Pune,April,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Medium
Khandala,Pune,December,Winter,No,Cool,Medium,Students,No,Low,Low,Low
Ajanta Caves,Aurangabad,February,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,September,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,High
Pratapgad Fort,Satara,September,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,Low,Low
Bhimashankar Temple,Pune,July,Monsoon,Yes,Rainy,Low,Couples,No,Medium,High,Medium
Shani Shingnapur,Ahmednagar,May,Summer,Yes,Humid,Medium,Solo Travelers,No,High,High,Low
Gateway of India,Mumbai,April,Summer,No,Hot,Low,Students,No,Medium,Low,Low
